State,FIPS,Year,VCF0204,VCF0206,VCF0207,VCF0209,VCF0210,VCF0211,VCF0212,VCF0213,VCF0217,VCF0218,VCF0219,VCF0220,VCF0223,VCF0224,VCF0227,VCF0228,VCF0231,VCF0232,VCF0233,VCF0234,VCF0253,VCF0290,VCF0291,VCF0310,VCF0346,VCF0347,VCF0348,VCF0349,VCF0358,VCF0359,VCF0360,VCF0361,VCF0370,VCF0371,VCF0372,VCF0373,VCF0374,VCF0380,VCF0386,VCF0392,VCF0450,VCF0451,VCF0475,VCF0481,VCF0487,VCF0493,VCF0501,VCF0502,VCF0502a,VCF0503,VCF0504,VCF0604,VCF0605,VCF0606,VCF0609,VCF0613,VCF0614,VCF0624,VCF0648,VCF0649,VCF0656,VCF0702,VCF0703,VCF0704,VCF0704a,VCF0705,VCF0706,VCF0707,VCF0708,VCF0709,VCF0710,VCF0713,VCF0714,VCF0724,VCF0801,VCF0803,VCF0804,VCF0806,VCF0809,VCF0823,VCF0824,VCF0830,VCF0838,VCF0839,VCF0843,VCF0846,VCF0847,VCF0849,VCF0850,VCF0851,VCF0852,VCF0853,VCF0854,VCF0867,VCF0867a,VCF0870,VCF0871,VCF0872,VCF0876,VCF0876a,VCF0877,VCF0877a,VCF0878,VCF0879,VCF0879a,VCF0880,VCF0880a,VCF0881,VCF0886,VCF0887,VCF0888,VCF0890,VCF0894,VCF9005,VCF9009,VCF9013,VCF9014,VCF9015,VCF9016,VCF9017,VCF9018,VCF9021,VCF9022,VCF9023,VCF9030,VCF9030a,VCF9030b,VCF9030c,VCF9031,VCF9037,VCF9039,VCF9040,VCF9041,VCF9042,VCF9045,VCF9047,VCF9048,VCF9049,VCF9081,VCF9084,VCF9085,VCF9086,VCF9087,VCF9088,VCF9089,VCF9092,VCF9093,VCF9094,VCF9095,VCF9096,VCF9122,VCF9131,VCF9132,VCF9133,EST_VC03,EST_VC05,EST_VC06,EST_VC11,EST_VC12,EST_VC13,EST_VC41,EST_VC42,EST_VC48,EST_VC55,EST_VC56,EST_VC58,EST_VC59,EST_VC63,EST_VC91,EST_VC92,EST_VC93,EST_VC94,EST_VC95,EST_VC108,EST_VC110,EST_VC112,EST_VC115,EST_VC116,EST_VC134,EST_VC135,EST_VC166,EST_VC167,EST_VC171,EST_VC187,EST_VC190,EST_VC191,EST_VC192,EST_VC194,EST_VC281,EST_VC283,EST_VC284,TotalMoney,PercentMoney, T_VOTES , Rep_Votes , Rep_Percent ,Rep_EV, Dem_Votes , Dem_Percent ,Dem_EV,lagdempct,VEP,VAP,VEP_Diff_From_Nat,VAP_Diff_From_Nat,PerCapitaGDP
Indiana,18,2008,68.63636364,75.87272727,77.63636364,59.43636364,67.14545455,64.49090909,69.4,84.36363636,68.05454545,65.76363636,79.56363636,64.89090909,79.78181818,42.05454545,69.78181818,55.89090909,51.16363636,52.67272727,44.45454545,70.38181818,68.41818182,55.27272727,130.6,1.563636364,1.145454545,1.381818182,1.690909091,1.654545455,1.763636364,1.763636364,1.381818182,1.490909091,1.709090909,1.781818182,1.727272727,1.672727273,2.236363636,3.109090909,3.690909091,2.654545455,2.181818182,3.781818182,2.654545455,3.690909091,3.745454545,2.309090909,1.563636364,2.436363636,2.072727273,3.927272727,4.963636364,0.945454545,1.545454545,1.181818182,0.618181818,0.563636364,0.490909091,2.018181818,591.6909091,165.3454545,129.7818182,1.454545455,2.090909091,0.672727273,0.672727273,0.672727273,3.090909091,0.727272727,0,1,0,2.145454545,1.672727273,0.709090909,56.8,6.290909091,5.036363636,2.054545455,2.2,1.709090909,2.4,5.818181818,1.218181818,2.927272727,2.472727273,1.272727273,2.890909091,3.636363636,1.945454545,2.963636364,3.8,2.654545455,3.181818182,5.036363636,4.854545455,4.818181818,4.527272727,6.345454545,2.418181818,2.436363636,2.218181818,2.345454545,3.6,4.4,4.581818182,2.309090909,3.418181818,2.145454545,1.345454545,1.472727273,1.254545455,1.309090909,1.981818182,62.74545455,4.581818182,2.381818182,3.945454545,3.036363636,4.145454545,3.381818182,2.781818182,4.054545455,1.854545455,1.8,4.690909091,2.436363636,2.454545455,2.8,4.781818182,5.527272727,3.872727273,2.854545455,3.036363636,4.145454545,1.472727273,1.381818182,1.709090909,1.418181818,6.527272727,4.036363636,6.145454545,7.2,6.327272727,3.981818182,7.563636364,5.272727273,7.181818182,6.218181818,7.345454545,4.818181818,1.690909091,2.436363636,2.109090909,2.490909091,98.1,0.1,0,7,17.9,9.7,6188016,60.3,2480570,33.5,16.1,3.4,17.4,3.06,70.9,22.7,841128,66.3,28,22.4,1573390,33575,3741017,3,9.7,6.1,92.8,7.2,66.8,10.1,1.5,3.1,23.2,3090635,17.9,16.1,11.3,8964817,0.0557,"2,751,054.00","1,345,648.00",0.49,0,"1,374,039.00",0.5,11,39.3,0.591,0.57,-0.025,0.001,43795
Kansas,20,2008,67.10714286,63.78571429,69.5,57.14285714,57.25,55.71428571,60.21428571,76.92857143,64.5,55.75,75.39285714,55.60714286,66.46428571,50.42857143,65.78571429,54.10714286,49.46428571,53.35714286,42.10714286,64.60714286,55.07142857,53.21428571,52.78571429,1.178571429,1.535714286,1.714285714,2.035714286,1.607142857,1.75,1.642857143,1.642857143,1.714285714,1.75,1.821428571,1.464285714,1.678571429,3.25,2.857142857,3.535714286,2.821428571,2,3,3.428571429,3.142857143,3.428571429,2.857142857,1.678571429,2.892857143,2.321428571,3.785714286,5.5,1.107142857,1.071428571,1.071428571,0.821428571,0.857142857,0.75,2.107142857,520.0357143,167.75,127.3928571,1.464285714,2.107142857,0.857142857,0.857142857,0.857142857,3.357142857,0.928571429,0.785714286,1.5,1.357142857,2.392857143,2.035714286,1,56.57142857,6.464285714,5.142857143,2.321428571,2.464285714,1.75,2.75,5.857142857,1.714285714,2.178571429,2.785714286,1.464285714,2.928571429,3.857142857,1.785714286,2.821428571,4.428571429,2.428571429,3.214285714,5.107142857,4.928571429,4.642857143,4.357142857,6.928571429,2.642857143,2.714285714,2.535714286,2.571428571,3.428571429,4.178571429,4.357142857,2.535714286,3.607142857,2.107142857,1.571428571,1.928571429,1.25,1.5,2,60.32142857,3.5,2.571428571,3.285714286,3.678571429,4.071428571,3.5,3.428571429,3.857142857,2.071428571,2.464285714,5.25,3.285714286,3.357142857,3.392857143,5.107142857,5.464285714,4.035714286,2.892857143,3.321428571,4.285714286,2,1.571428571,1.964285714,1.464285714,6.357142857,4.25,6.071428571,7.142857143,5.964285714,4.285714286,7.142857143,5.428571429,6.964285714,6.214285714,6.964285714,5.178571429,1.75,2.464285714,2.178571429,2.607142857,97.3,0.1,0,7.2,17.7,10.6,2719982,62,1110829,33.7,16,3,17.7,3,67.3,25.1,382258,64.4,29.5,28.9,682702,14479,1611110,2.5,10.3,7,90.1,9.9,70.5,10.3,1.5,4.2,19.1,1449434,14,12.1,10.2,3141,0,"1,235,872.00","699,655.00",0.57,6,"514,765.00",0.42,0,36.6,0.62,0.588,0.004,0.019,45404
Louisiana,22,2008,77.6626506,81.19277108,82.40963855,66.77108434,70.10843373,62.13253012,70.3253012,87.6746988,67.92771084,70.31325301,80.40963855,63.15662651,81.90361446,46.36144578,66.72289157,68.79518072,65.92771084,45.37349398,45.92771084,77.18072289,67.89156627,58.59036145,85.07228916,0.975903614,1.56626506,1.662650602,1.831325301,1.698795181,1.987951807,1.855421687,1.421686747,1.43373494,1.843373494,1.86746988,1.795180723,1.65060241,2.590361446,4.421686747,4.21686747,3.578313253,2,3.469879518,2.34939759,3.939759036,3.927710843,3.265060241,1.518072289,2.710843373,1.987951807,4.469879518,4.421686747,1.108433735,1.21686747,1.168674699,0.795180723,0.722891566,0.686746988,2.036144578,521.1807229,165.5542169,132.9759036,1.56626506,2.301204819,0.819277108,0.819277108,0.855421687,2.385542169,0.710843373,0.771084337,0.987951807,1.048192771,1.951807229,1.903614458,0.855421687,58.39759036,6.506024096,5.469879518,1.915662651,1.951807229,1.746987952,2.638554217,5.301204819,1.13253012,3.228915663,2.554216867,1.192771084,2.710843373,3.795180723,1.361445783,2.86746988,3.180722892,2.409638554,3.13253012,4.060240964,3.951807229,4.469879518,4.240963855,5.879518072,2.819277108,2.831325301,2.277108434,2.361445783,3.78313253,4.542168675,4.722891566,1.939759036,2.975903614,1.831325301,1.409638554,1.481927711,1.228915663,1.277108434,2.084337349,72.38554217,4.21686747,2.228915663,3.481927711,3.012048193,3.927710843,3.253012048,2.662650602,3.795180723,1.746987952,1.590361446,5.698795181,2.481927711,2.506024096,2.674698795,4.373493976,4.939759036,3.710843373,2.698795181,3.13253012,3.843373494,2.012048193,1.457831325,1.710843373,1.21686747,6.855421687,3.662650602,6.34939759,7.144578313,6.168674699,4.240963855,7.192771084,5.072289157,7.277108434,6.530120482,6.915662651,4.409638554,1.831325301,2.542168675,2.265060241,2.469879518,98.9,0.1,0,7,18.1,10.7,4287760,55.6,1625153,32.7,15.1,2.6,17.5,3.25,73.3,18.9,595754,65.7,27.5,20.4,1124309,35500,2506080,4.9,9.1,6,91.9,8.1,62.2,10.9,1.9,2.4,25.3,1993397,24.4,22.4,14.8,2279,0,"1,960,761.00","1,148,275.00",0.59,9,"782,989.00",0.4,0,42.2,0.612,0.587,-0.004,0.018,46437
Massachusetts,25,2008,74.09090909,74.22727273,71.72727273,62.22727273,61.77272727,65.5,62.81818182,78.13636364,69.18181818,55.5,76.18181818,68.36363636,70,45.18181818,72.86363636,63.31818182,58.13636364,66.59090909,50.86363636,55.95454545,63.5,50.5,55.31818182,1.5,1.227272727,1.318181818,1.636363636,1.590909091,1.636363636,1.590909091,1.363636364,1.363636364,1.590909091,1.545454545,1.772727273,1.363636364,1.727272727,2.272727273,2.272727273,1.727272727,1.863636364,3.409090909,2.590909091,2.636363636,2.818181818,2.272727273,1.5,2.590909091,2.045454545,2.545454545,5.590909091,0.727272727,1.272727273,1.227272727,0.318181818,0.363636364,0.454545455,1.909090909,779.9090909,188.5,162.6818182,1.590909091,2.409090909,0.909090909,0.909090909,0.909090909,1.863636364,0.818181818,0.772727273,1.181818182,1.136363636,1.318181818,1.909090909,0.545454545,54.40909091,5,3.590909091,1.363636364,1.727272727,2.045454545,1.045454545,5.090909091,0.954545455,1.636363636,1.636363636,1.409090909,3.318181818,3.045454545,2.454545455,4.136363636,3.545454545,3.772727273,3.681818182,5.227272727,5.090909091,4.363636364,4.318181818,5.909090909,2.363636364,2.363636364,2.363636364,2.363636364,2.909090909,4.318181818,4.363636364,2.409090909,3.590909091,1.772727273,1.681818182,1.681818182,1.545454545,1.5,2.090909091,66.18181818,4.272727273,2.954545455,4.090909091,3.863636364,4.636363636,3.863636364,3.136363636,3.181818182,2.863636364,1.409090909,5.727272727,2.681818182,2.681818182,2.909090909,5.363636364,4.818181818,3.545454545,3.772727273,3.727272727,3.636363636,1.636363636,1.409090909,1.363636364,1.227272727,6.727272727,3.590909091,6.636363636,7.863636364,7.227272727,2.409090909,7.954545455,5.409090909,7.772727273,7.136363636,7.863636364,5.409090909,1.818181818,2.545454545,2.636363636,2.5,97.9,0.1,0,5.9,16.1,10.3,6254371,58.1,2467323,36.4,16.3,3.8,20.1,3.17,64.1,28.5,873217,58.8,34.6,37.3,1676571,27213,3978439,2.7,7.8,5,79,21,68.9,8.6,1.7,3.9,27.3,3390763,11.6,10.9,9.4,20,0,"3,080,985.00","1,108,854.00",0.36,0,"1,904,097.00",0.62,12,61.9,0.668,0.609,0.052,0.04,60564
Michigan,26,2008,74.24561404,80.92105263,80.92105263,63.34210526,73.34210526,70.36842105,68.80701754,82.71929825,74.95614035,74.20175439,79.48245614,69.89473684,79.36842105,32.92105263,74.57017544,64.76315789,58.49122807,57.43859649,49.54385965,75.16666667,69.53508772,53.80701754,87.51754386,1.166666667,1.245614035,1.438596491,1.815789474,1.815789474,1.912280702,1.903508772,1.219298246,1.421052632,1.473684211,1.622807018,1.745614035,1.877192982,2.412280702,3.99122807,4.412280702,2.815789474,2.070175439,3.824561404,1.833333333,4.219298246,4.49122807,2.149122807,1.719298246,2.824561404,2.298245614,4.429824561,5.236842105,0.973684211,1.254385965,1.157894737,0.789473684,0.719298246,0.614035088,2.184210526,543.3333333,188.0350877,143.7017544,1.649122807,2.5,0.824561404,0.824561404,0.877192982,1.631578947,0.710526316,0.719298246,0.815789474,0.807017544,1.385964912,1.850877193,0.815789474,54.64035088,6.447368421,5.412280702,2.131578947,2.315789474,1.929824561,2.350877193,4.947368421,1.271929825,2.947368421,2.938596491,1.307017544,3.166666667,3.289473684,1.552631579,2.807017544,3.271929825,2.657894737,3.00877193,4.377192982,4.192982456,4.807017544,4.649122807,6.122807018,2.675438596,2.640350877,2.043859649,2.228070175,3.157894737,4.473684211,4.728070175,2.333333333,3.447368421,2.245614035,1.359649123,1.473684211,1.245614035,1.157894737,2.00877193,66.85964912,4.710526316,2.228070175,4.166666667,2.973684211,4.175438596,3.657894737,2.675438596,3.807017544,2.263157895,1.315789474,5.096491228,2.464912281,2.526315789,2.719298246,4.929824561,3.649122807,3.429824561,3.052631579,3.49122807,3.561403509,2.070175439,1.438596491,1.578947368,1.236842105,6.684210526,3.719298246,6.350877193,7.280701754,6.324561404,4.219298246,7.456140351,5.815789474,7.429824561,6.631578947,7.50877193,5.096491228,1.596491228,2.719298246,2.307017544,2.605263158,97.8,0.2,0,6.2,17.7,9.8,9745075,58.5,3810801,33.7,15.7,3,18,3.16,68.6,25.4,1395904,62.9,31.8,23.9,2484965,47833,5989677,2.9,9.4,5,91.2,8.8,63.9,9.4,1.2,3.5,24,4568252,19,17.8,12.8,5780198,0.0359,"5,001,766.00","2,048,639.00",0.41,0,"2,872,579.00",0.57,17,51.2,0.692,0.664,0.076,0.095,40181
Minnesota,27,2008,71.08,68.96,73.4,51.08,59.32,59.48,54.64,70.96,70.96,55.72,81.96,55.44,73.72,40.28,68.48,54.44,49.84,53.48,44.12,45.96,58.36,48.12,57.84,1.28,1.28,1.36,1.68,1.64,1.76,1.92,1.32,1.4,1.6,1.64,1.56,1.4,1.96,2.44,2.44,1.64,1.72,3.2,1.96,1.96,2.44,1.64,1.72,1.88,1.88,2.8,5.84,1.44,1.36,1.48,0.6,0.64,0.56,2.16,700.32,99.96,74.92,1.76,2.64,1.04,1.04,1.16,2.32,0.88,0.92,1.2,1.48,2.68,1.8,1.16,48.44,4.16,2.24,2.08,2.72,1.8,0.96,4.48,1.88,3.04,2.04,1.24,2.96,2.84,1.84,3.36,3.44,2.64,2.6,4.32,4.12,5.12,4.36,5.84,1.8,1.84,1.48,1.68,2.76,3.64,3.72,2.08,3.2,1.96,1.76,1.56,1.96,1.84,2.64,62.84,3.92,1.84,4.04,3.12,4.04,3.92,2.48,3.88,2.12,0.56,4.44,1.76,1.84,2,4.68,5.12,3.08,2.76,3.44,3.12,1.88,1.56,1.92,1.6,5.08,3.12,5.32,6.92,4.96,2.6,6.92,5.4,6.76,5.28,6.84,5.56,1.4,1.84,1.48,1.8,98.2,0.1,0,6.8,17.1,9.9,5076803,62.3,2089449,35.7,17,3.7,18.7,3.02,69.2,23.7,685603,63.2,30.2,30.9,1303385,25465,3095320,1.9,7.6,6.1,90.3,9.7,72.2,9.4,1.7,4.9,22.6,2826129,10.9,9.8,9.1,4262784,0.0265,"2,910,369.00","1,275,409.00",0.44,0,"1,573,354.00",0.54,10,51.1,0.778,0.732,0.162,0.163,51468
Mississippi,28,2008,65.65079365,75.03174603,76.55555556,62.74603175,61.79365079,58.3015873,67.50793651,81.95238095,63.66666667,65.96825397,77.98412698,62.31746032,76.26984127,51.15873016,64.3015873,61.15873016,62.61904762,43.73015873,48.73015873,73.04761905,58.47619048,59.0952381,88.03174603,1.063492063,1.412698413,1.53968254,1.507936508,1.650793651,1.80952381,1.777777778,1.444444444,1.444444444,1.682539683,1.793650794,1.619047619,1.587301587,3.142857143,3.952380952,3.714285714,3.26984127,1.857142857,3.285714286,2.396825397,3.920634921,3.920634921,3.349206349,1.714285714,3.380952381,2.492063492,3.666666667,4.634920635,1.380952381,1.412698413,1.222222222,0.714285714,0.777777778,0.777777778,2.158730159,504.6666667,107.8888889,71.92063492,1.714285714,2.571428571,1.031746032,1.031746032,1.031746032,2.365079365,0.968253968,0.984126984,1.412698413,1.492063492,1.650793651,1.904761905,1.015873016,55.84126984,6.111111111,4.571428571,2.492063492,2.650793651,1.761904762,1.857142857,5.063492063,1.26984127,3.476190476,3.111111111,1.047619048,2.634920635,3.746031746,1.380952381,2.523809524,3.095238095,2.206349206,2.857142857,3.682539683,3.619047619,4.619047619,4.380952381,5.698412698,2.650793651,2.746031746,2.333333333,2.46031746,4.174603175,4.063492063,4.222222222,2.079365079,3.142857143,1.80952381,1.476190476,1.476190476,1.412698413,1.206349206,1.968253968,69.07936508,4.031746032,1.841269841,3.349206349,2.73015873,3.698412698,3.095238095,2.349206349,3.666666667,1.507936508,1.126984127,4.984126984,1.936507937,2.047619048,2.142857143,4.174603175,5.26984127,3.26984127,2.507936508,2.73015873,3.19047619,2.047619048,1.46031746,1.80952381,1.26984127,6.317460317,3.047619048,5.444444444,7.063492063,5.507936508,3.888888889,6.825396825,5.333333333,7.015873016,6.031746032,7.174603175,4.650793651,1.920634921,2.095238095,1.873015873,2.19047619,99.1,0,0,7.3,18.7,10.6,2838766,56.5,1094208,31,14.4,2.6,16.6,3.16,73.2,20.5,419606,63.6,29.9,19.6,734070,21851,1657730,5.2,8.8,6.3,96.4,3.6,60.9,12.3,1.7,2.2,24.1,1257832,30.2,29,17.9,1731,0,"1,289,865.00","724,597.00",0.56,6,"554,662.00",0.43,0,39.8,0.61,0.589,-0.006,0.02,32394
Nevada,32,2008,67.41935484,71.35483871,73.12903226,62.19354839,60.58064516,53.83870968,72.67741935,80.48387097,68.22580645,41.93548387,77.22580645,58.58064516,74.64516129,53.93548387,69.90322581,51.80645161,54.22580645,54.5483871,51.48387097,62.74193548,58.74193548,48.06451613,44.12903226,1.387096774,1.516129032,1.741935484,1.451612903,1.548387097,1.709677419,1.516129032,1.677419355,1.741935484,1.774193548,1.838709677,1.451612903,1.290322581,2.806451613,3,2.741935484,3.483870968,2,3.032258065,3.290322581,2.387096774,2.774193548,2.677419355,2.258064516,2.806451613,2.419354839,2.967741935,5.612903226,1,1.387096774,0.935483871,0.935483871,0.967741935,0.838709677,2.161290323,476.9677419,193.4193548,150.7419355,1.516129032,2.193548387,1.096774194,1.096774194,1.096774194,2.677419355,1.032258065,0,1.935483871,0,2.129032258,1.903225806,0.741935484,64.74193548,5.709677419,3.709677419,2.322580645,2.677419355,2.290322581,1.419354839,5.64516129,1.096774194,2.387096774,2.64516129,1.322580645,3.225806452,3.709677419,2.064516129,3.193548387,4.193548387,2.935483871,3.419354839,5.225806452,5.161290323,4.516129032,4.064516129,6.290322581,2.032258065,2.193548387,1.516129032,1.774193548,3.193548387,4.193548387,4.419354839,1.838709677,2.709677419,1.903225806,1.709677419,1.838709677,1.64516129,1.548387097,2.258064516,69.70967742,3.580645161,2.806451613,3.741935484,3.774193548,4.322580645,3.419354839,3.258064516,3.967741935,2.322580645,2.225806452,4.870967742,2.419354839,2.483870968,2.612903226,4.741935484,5.258064516,3.709677419,2.903225806,3.419354839,4.290322581,1.967741935,1.548387097,1.838709677,1.806451613,5.870967742,3.064516129,6.193548387,6.903225806,6.483870968,3.096774194,7.35483871,5.322580645,7.290322581,6.483870968,7.161290323,5.741935484,1.612903226,2.580645161,2.709677419,2.35483871,96.8,0.3,0,7.6,18.1,8.5,2566803,54.6,952856,35.5,19.4,5.3,16,3.32,76.3,19.3,312334,71.3,24.6,21.2,632088,11718,1516240,3.7,14.7,5.6,72.1,27.9,69.1,12.1,2,3,24,1273822,14.5,13.2,10,7108542,0.0442,"967,848.00","412,827.00",0.43,0,"533,736.00",0.55,5,47.9,0.57,0.484,-0.046,-0.085,49445
New Jersey,34,2008,64.82608696,64.39130435,67.95652174,53.30434783,55.39130435,58.91304348,63.60869565,79.30434783,64.26086957,53,73.47826087,51.04347826,65.69565217,53.65217391,62.43478261,50.39130435,46.04347826,58.43478261,42.86956522,60.43478261,58.13043478,53.52173913,49.86956522,1.304347826,1.347826087,1.347826087,1.826086957,1.304347826,2,1.652173913,2.086956522,1.826086957,2,1.695652174,1.695652174,1.260869565,3.043478261,3.086956522,3.260869565,2.565217391,1.652173913,2.956521739,3.260869565,3.043478261,3.086956522,2.913043478,1.782608696,2.695652174,2.347826087,2.608695652,5.347826087,0.826086957,1.043478261,1.173913043,0.304347826,0.391304348,0.391304348,2.304347826,699.3043478,110.826087,59.04347826,1.869565217,2.826086957,1.260869565,1.260869565,1.260869565,1.565217391,0.869565217,1.130434783,1.304347826,1.913043478,1.652173913,1.826086957,0.695652174,53.43478261,4.347826087,2.47826087,1.391304348,1.652173913,1.826086957,1.173913043,6,1.304347826,1.826086957,1.608695652,1.47826087,3.347826087,3.434782609,2.652173913,2.782608696,2.695652174,2,2.782608696,5.304347826,5.043478261,4.913043478,4.695652174,7.086956522,1.869565217,2.086956522,1.52173913,1.739130435,1.869565217,4.043478261,4.130434783,2.565217391,3.826086957,1.956521739,1.739130435,2.086956522,1.52173913,1.695652174,2.391304348,58.86956522,4.043478261,1.913043478,3.217391304,3.217391304,3.217391304,3.173913043,3.217391304,2.913043478,2.086956522,0.434782609,6.130434783,2.130434783,2.130434783,2.260869565,4.826086957,5.782608696,3.739130435,2.652173913,2.739130435,3.565217391,1.782608696,1.608695652,1.260869565,1.304347826,6.913043478,4.043478261,6.173913043,7.739130435,6.652173913,3.086956522,7.565217391,5.304347826,7.695652174,6.739130435,7.260869565,4.869565217,1.869565217,1.826086957,1.608695652,1.782608696,98.1,0.1,0,6.4,17.2,8.9,8486322,56.2,3154012,31.3,13.9,2.8,17.3,3.29,69.6,22.2,1142991,63.6,28.5,33.2,2168090,38618,5347123,3.4,5.8,4,72.1,27.9,68,9.1,2.2,3.3,30.1,4385019,12.1,11.2,7.5,0,0,"3,868,237.00","1,613,207.00",0.42,0,"2,215,422.00",0.57,15,52.9,0.67,0.582,0.054,0.013,58033
New Mexico,35,2008,80.359375,75.53125,78.203125,69.828125,74.015625,75.71875,70.09375,86.234375,82.96875,68.0625,83.03125,66.59375,78.21875,47.046875,69.390625,65.546875,65.359375,55.140625,62.078125,74.796875,66.28125,58.109375,120.328125,1.234375,1.578125,1.65625,1.640625,1.578125,1.875,1.78125,1.390625,1.671875,1.75,1.734375,1.8125,1.953125,3.453125,4.234375,4.28125,3.5,2.0625,3.421875,2.65625,3.84375,3.796875,3.34375,2.140625,3.640625,3.015625,4.640625,4.96875,0.921875,1.390625,1.5,0.828125,0.8125,0.78125,2.296875,607.609375,188.9375,139.1875,1.4375,2.09375,0.65625,0.65625,0.65625,3.171875,0.515625,0.5625,0.734375,0.78125,1.953125,1.96875,0.765625,51.53125,5.9375,4.609375,1.515625,1.796875,1.75,2.375,4.96875,0.96875,2.34375,2.234375,1.21875,2.796875,3.375,1.515625,3.140625,3.125,2.796875,3.203125,4.53125,4.375,4.4375,4.265625,5.890625,3.078125,3,2.140625,2.25,2.8125,3.90625,3.921875,2.109375,3.21875,1.796875,1.453125,1.53125,1.390625,1.484375,1.90625,70.6875,4.15625,2.25,4,3.109375,3.859375,3.65625,2.859375,3.8125,1.984375,1.578125,4.8125,2.5,2.5,2.765625,4.3125,4.5,3.796875,3.0625,3.546875,4.0625,2.359375,1.5,1.640625,1.390625,7.109375,3.8125,6.609375,7.5,6.5625,4.921875,7.1875,5.328125,7.375,6.90625,7.171875,5.078125,1.828125,2.75,2.375,2.53125,96.8,0.2,0,7.4,17.9,10.3,1942019,55.7,741399,35,17.1,3.5,17.9,3.26,69.5,23.9,268984,65.5,30,24.8,484932,15617,1136299,4,10,6.2,64.6,35.4,63,12.7,2.4,4.5,21.9,903291,23.9,21.6,14.8,3134146,0.0195,"830,158.00","346,832.00",0.42,0,"472,422.00",0.57,5,49,0.609,0.551,-0.007,-0.018,40347
New York,36,2008,73.29268293,72.46341463,73.87804878,54.56910569,65.08943089,62.11382114,59.20325203,74.91869919,69.06504065,65.03252033,76.8699187,60.4796748,75.70731707,41.54471545,68.1300813,57.86178862,53.33333333,58.61788618,48.77235772,61.76422764,61.87804878,54.01626016,115.7235772,1.268292683,1.317073171,1.463414634,1.829268293,1.821138211,1.910569106,1.959349594,1.520325203,1.642276423,1.829268293,1.861788618,1.886178862,1.804878049,2.723577236,3.43902439,4.016260163,2.853658537,2.008130081,3.658536585,2.18699187,3.585365854,3.943089431,2.447154472,1.699186992,3.18699187,2.764227642,3.593495935,5.43902439,1.040650407,1.219512195,1.18699187,0.674796748,0.707317073,0.682926829,2.097560976,563.2682927,162.0894309,115.6747967,1.569105691,2.325203252,0.796747967,0.796747967,0.821138211,2.536585366,0.593495935,0.008130081,0.81300813,0.008130081,1.845528455,2.089430894,0.886178862,53.66666667,5.495934959,4.089430894,2.12195122,2.37398374,2.008130081,1.536585366,4.861788618,1.512195122,3.089430894,2.601626016,1.325203252,3.089430894,3.081300813,2.154471545,3.37398374,3.292682927,2.869918699,2.951219512,4.829268293,4.74796748,4.87804878,4.658536585,5.869918699,2.130081301,2.162601626,2.18699187,2.284552846,2.74796748,4.040650407,4.073170732,2.43902439,3.682926829,2.37398374,1.62601626,1.447154472,1.593495935,1.333333333,2.260162602,63.73170732,4.577235772,2.170731707,3.975609756,2.943089431,4.06504065,3.804878049,2.772357724,3.894308943,2.040650407,1.601626016,6.056910569,2.674796748,2.715447154,2.772357724,4.837398374,4.829268293,3.463414634,3.292682927,3.341463415,3.707317073,1.87804878,1.62601626,1.772357724,1.333333333,6.471544715,3.723577236,6.276422764,7.195121951,6.25203252,3.772357724,7.178861789,5.634146341,7.178861789,6.284552846,7.235772358,5.235772358,1.796747967,2.723577236,1.943089431,2.699186992,98,0.1,0,6.2,16.4,10.3,18881537,54.8,7137482,35.8,15.9,3.4,19.9,3.33,67,26.4,2600033,61.4,32.7,31.8,5010234,84851,11782087,3.4,6.7,3.8,71,29,64.6,7.7,1.7,3.9,31.6,9430635,18.8,18.2,12,2235,0,"7,591,233.00","2,742,298.00",0.36,0,"4,769,700.00",0.63,31,58.4,0.59,0.514,-0.026,-0.055,58290
